city,year,plant,bee,is_honeybee,bee_type,bee_genus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Myosotis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Prunus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Crataegus,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Geranium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Buxus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Erica,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Rhododendron,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Halesia,Bombus terrestris,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Myosotis,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Cotoneaster,Bombus pratorum,FALSE,wild,Bombus
hull,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Catharanthus,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Lamium,Bombus terrestris,FALSE,wild,Bombus
hull,2023,Teucrium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
hull,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2023,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Ceanothus,Bombus pratorum,FALSE,wild,Bombus
hull,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Salvia,Osmia bicornis,FALSE,wild,Osmia
hull,2023,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Salvia,Osmia bicornis,FALSE,wild,Osmia
hull,2023,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
hull,2023,Ribes,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2023,Taraxacum,Bombus terrestris,FALSE,wild,Bombus
hull,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2023,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
hull,2023,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2023,Taraxacum,Osmia bicornis,FALSE,wild,Osmia
hull,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2024,Rheum,Apis mellifera,TRUE,honey,Apis
hull,2024,Taraxacum,Bombus terrestris,FALSE,wild,Bombus
hull,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2024,Rubus,Apis mellifera,TRUE,honey,Apis
hull,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2024,Ribes,Andrena fulva,FALSE,wild,Andrena
hull,2024,Ribes,Andrena fulva,FALSE,wild,Andrena
hull,2024,Berberis,Apis mellifera,TRUE,honey,Apis
hull,2024,Taraxacum,Osmia bicornis,FALSE,wild,Osmia
hull,2024,Prunus,Andrena fulva,FALSE,wild,Andrena
hull,2024,Prunus,Andrena fulva,FALSE,wild,Andrena
hull,2024,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
hull,2024,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
hull,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2024,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
hull,2024,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
hull,2024,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
hull,2024,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
hull,2024,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
hull,2025,Berberis,Apis mellifera,TRUE,honey,Apis
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
hull,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Lamium,Bombus pratorum,FALSE,wild,Bombus
hull,2025,Alliaria,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
hull,2025,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Malus,Apis mellifera,TRUE,honey,Apis
hull,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Hyacinthoides,Bombus pratorum,FALSE,wild,Bombus
hull,2025,Ajuga,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Silene,Bombus hortorum,FALSE,wild,Bombus
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Prunus,Andrena haemorrhoa,FALSE,wild,Andrena
hull,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
hull,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
hull,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Salvia,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Hyacinthoides,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus terrestris,FALSE,wild,Bombus
liverpool,2019,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Trifolium,Bombus terrestris,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2019,Lamium,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2019,Crataegus,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2019,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2019,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
liverpool,2019,Allium,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2019,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
liverpool,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2020,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
liverpool,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2020,Ceanothus,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2020,Erysimum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2020,Ceanothus,Bombus pratorum,FALSE,wild,Bombus
liverpool,2020,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2020,Taraxacum,Bombus bohemicus,FALSE,wild,Bombus
liverpool,2020,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2020,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2020,Malus,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2020,Crataegus,Andrena cineraria,FALSE,wild,Andrena
liverpool,2020,Crataegus,Andrena cineraria,FALSE,wild,Andrena
liverpool,2020,Crataegus,Apis mellifera,TRUE,honey,Apis
liverpool,2020,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
liverpool,2020,Aesculus,Andrena cineraria,FALSE,wild,Andrena
liverpool,2020,Malus,Apis mellifera,TRUE,honey,Apis
liverpool,2020,Weigela,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Smyrnium,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
liverpool,2021,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
liverpool,2021,Lamium,Bombus pratorum,FALSE,wild,Bombus
liverpool,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Erysimum,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Taraxacum,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Papaver,Andrena flavipes,FALSE,wild,Andrena
liverpool,2021,Crataegus,Andrena haemorrhoa,FALSE,wild,Andrena
liverpool,2021,Taraxacum,Bombus vestalis,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
liverpool,2021,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Myosotis,Bombus pratorum,FALSE,wild,Bombus
liverpool,2021,Malus,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Rhododendron,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2021,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Andrena nigroaenea,FALSE,wild,Andrena
liverpool,2021,Malus,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2021,Erysimum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2021,Lamium,Bombus pratorum,FALSE,wild,Bombus
liverpool,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2022,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
liverpool,2022,Salvia,Bombus pratorum,FALSE,wild,Bombus
liverpool,2022,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
liverpool,2022,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
liverpool,2022,Malus,Bombus hypnorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
liverpool,2022,Crataegus,Apis mellifera,TRUE,honey,Apis
liverpool,2022,Salvia,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Rhododendron,Bombus pratorum,FALSE,wild,Bombus
liverpool,2022,Malus,Bombus hortorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2022,Libertia,Bombus pratorum,FALSE,wild,Bombus
liverpool,2022,Rhododendron,Bombus terrestris,FALSE,wild,Bombus
liverpool,2022,Rhododendron,Bombus pratorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Malus,Bombus pascuorum,FALSE,wild,Bombus
liverpool,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
liverpool,2022,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
